id,nume,lat,lng
3070,Gura Susitei,44.6050529,23.4309008
3071,Iliesti,44.6433202,23.4035026
3072,Picu,44.5886633,23.4446253
3073,Jupanesti,44.9015105,23.5341134
3074,Boia,44.925955,23.5375391
3075,Parau Boia,44.925955,23.5375391
3076,Vidin,44.9266409,23.5118009
3077,Viersani,44.8646971,23.5311787
3078,Lelesti,45.0864644,23.196046
3079,Fratesti,45.1259541,23.2129971
3080,Rasovita,45.0773967,23.1751413
3081,Licurici,44.9224696,23.6211098
3082,Frumusei,44.8773777,23.6278046
3083,Negreni,44.8519199,23.637518
3084,Totea,44.8698341,23.6005101
3085,Logresti,44.893747,23.7213025
3086,Coltesti,44.8360486,23.6819484
3087,Frunza,44.8525225,23.6964043
3088,Logresti-Mosteni,44.9044508,23.7033533
3089,Maru,44.9026481,23.7423378
3090,Popesti,44.9120251,23.7024583
3091,Seaca,44.9291438,23.7477104
3092,Targu Logresti,44.8717539,23.7095223
3093,Matasari,44.8474074,23.0907828
3094,Bradet,44.870693,23.0705853
3095,Bradetel,44.8814896,23.0313548
3096,Croici,44.831604,23.0931331
3097,Runcurel,44.8594203,23.0228308
3098,Musetesti,45.1420467,23.4615031
3099,Arseni,45.1766449,23.4329391
3100,Barcaciu,45.1378869,23.4522263
3101,Gamani,45.1375154,23.425469
3102,Grui,45.1226439,23.4314553
3103,Stancesti,45.1752872,23.4676799
3104,Stancesti-Larga,45.1694079,23.4833759
3105,Negomir,44.8255094,23.1903969
3106,Artanu,44.7895646,23.2238961
3107,Bohorel,44.8353827,23.1671549
3108,Condeiesti,44.7574288,23.2624647
3109,Nucetu,44.7482101,23.2769035
3110,Orzu,44.7745046,23.2370635
3111,Paltinu,44.767642,23.2376932
3112,Raci,44.7659713,23.2511682
3113,Ursoaia,44.8121823,23.2097403
3114,Valea Racilor,44.7683744,23.2513692
3115,Pades,45.1555055,22.7307032
3116,Apa Neagra,44.9975688,22.8652858
3117,Calugareni,45.0473002,22.8215298
3118,Cerna-Sat,45.1273648,22.6829327
3119,Closani,45.0685709,22.8021696
3120,Motru Sec,45.0615945,22.7944424
3121,Orzesti,45.0492973,22.812036
3122,Vaieni,45.0353787,22.8431552
3123,Pestisani,45.0761146,23.0484939
3124,Borosteni,45.0953607,23.0274272
3125,Bradiceni,45.0589833,23.0769571
3126,Francesti,45.0872375,23.0598339
3127,Gureni,45.1120262,23.0387895
3128,Hobita,45.0505963,23.0585854
3129,Seuca,45.0097007,23.0312689
3130,Plopsoru,44.7728138,23.3755749
3131,Brosteni,44.6898998,23.4140002
3132,Brostenii de Sus,44.6687001,23.4385446
3133,Ceplea,44.7063332,23.4058355
3134,Cursaru,44.6789629,23.4306484
3135,Deleni,44.7851807,23.3806604
3136,Izvoarele,44.7234525,23.3945188
3137,Olari,44.8084259,23.3297125
3138,Piscuri,44.7687381,23.4000834
3139,Sardanesti,44.7638724,23.3659786
3140,Valeni,44.7426384,23.3849754
3141,Polovragi,45.1779928,23.7972575
3142,Racovita,45.1723306,23.8341303
3143,Prigoria,45.0682781,23.6836663
3144,Bucsana,45.0640741,23.7140656
3145,Burlani,45.0437428,23.69148
3146,Calugareasa,45.0427834,23.6424015
3147,Dobrana,45.0586267,23.671416
3148,Negoiesti,45.03585,23.6628018
3149,Zorlesti,45.0889537,23.7131838
3150,Rosia de Amaradia,45.0260193,23.7468966
3151,Becheni,45.0801847,23.7670974
3152,Dealu Viei,45.0684414,23.7657641
3153,Ruget,45.016658,23.7642216
3154,Seciurile,45.0226042,23.7315865
3155,Stejaru,45.0160926,23.7107246
3156,Sitoaia,45.0770972,23.7586885
3157,Runcu,45.1692542,23.1316621
3158,Balta,45.1172026,23.1041151
3159,Baltisoara,45.1193393,23.1171941
3160,Dobrita,45.1347752,23.1660586
3161,Rachiti,45.0952678,23.1491578
3162,Suseni,45.1397724,23.2060479
3163,Valea Mare,45.1122476,23.081139
3164,Samarinesti,44.7660667,23.0419594
3165,Bazavani,44.7986175,23.02971
3166,Boca,44.7645851,23.0230638
3167,Duculesti,44.7911306,23.0419219
3168,Larga,44.7716827,23.0643836
3169,Tirioi,44.7798383,23.049034
3170,Valea Bisericii,44.758474,23.0345731
3171,Valea Mica,44.7761859,23.0719355
3172,Valea Poienii,44.7400767,23.0578974
3173,Sacelu,45.0811983,23.5483815
3174,Blahnita de Sus,45.1389487,23.5523995
3175,Haiesti,45.069797,23.5384461
3176,Jeristea,45.1370499,23.5313536
3177,Magheresti,45.0891503,23.5203609
3178,Saulesti,44.8113956,23.4688793
3179,Bibesti,44.7815366,23.4907078
3180,Dolcesti,44.8155389,23.5034072
3181,Purcaru,44.8464463,23.4683859
3182,Schela,45.2030842,23.2962361
3183,Arsuri,45.1504828,23.3169054
3184,Gornacel,45.1692396,23.3443984
3185,Pajistele,45.1491373,23.3345935
3186,Sambotin,45.1366899,23.3408171
3187,Scoarta,45.0207403,23.4665469
3188,Bobu,45.034568,23.5106048
3189,Budieni,45.0148014,23.4002245
3190,Campu Mare,45.036639,23.5491952
3191,Ceratu de Copacioasa,45.0110489,23.434604
3192,Colibasi,45.0159312,23.5283242
3193,Copacioasa,45.0338167,23.4232775
3194,Lazuri,45.0276506,23.477258
3195,Lintea,45.0227913,23.4429032
3196,Mogosani,45.0518348,23.5331825
3197,Pistestii din Deal,45.0213433,23.3898969
3198,Slivilesti,44.7938193,23.0953325
3199,Cojmanesti,44.7983901,23.1169065
3200,Miculesti,44.8237796,23.043675
3201,Stramtu,44.7739398,23.1025485
3202,Sura,44.7563553,23.1591261
3203,Siacu,44.7571344,23.1811915
3204,Stiucani,44.8348757,23.0303323
3205,Tehomir,44.8054107,23.0782464
3206,Stanesti,45.11844,23.2422698
3207,Alexeni,45.132294,23.2466475
3208,Balani,45.0825143,23.2546375
3209,Calesti,45.0956744,23.2621909
3210,Curpen,45.1558651,23.2574936
3211,Mazaroi,44.9485595,23.2427079
3212,Obreja,45.1102026,23.2633998
3213,Parvulesti,45.1557376,23.2216146
3214,Vaidei,45.1648799,23.2614773
3215,Valari,45.1593033,23.2337916
3216,Stejari,44.7858872,23.692492
3217,Balosani,44.7293384,23.6569906
3218,Bacesti,44.7371964,23.6770169
3219,Dealu Leului,44.7335272,23.7174595
3220,Piscoiu,44.8544764,23.7490039
3221,Popesti-Stejari,44.8228949,23.7334716
3222,Stoina,44.6786586,23.6313587
3223,Ciorari,44.7084691,23.6209063
3224,Mielusei,44.6731461,23.6621262
3225,Paisani,44.6646104,23.6424725
3226,Toiaga,44.6926793,23.6511294
3227,Ulmet,44.6813707,23.6566844
3228,Urda de Sus,44.6539929,23.6490914
3229,Telesti,44.992044,23.0853697
3230,Buduhala,44.9891288,23.124948
3231,Somanesti,44.9597334,23.1073287
3232,Tismana,45.0499296,22.9458871
3233,Celei,45.0104119,22.9236382
3234,Costeni,45.0157189,22.8927104
3235,Gornovita,45.0701064,22.9667155
3236,Isvarna,45.0320393,22.9055658
3237,Pocruia,45.042186,22.9244031
3238,Racoti,44.991152,22.9334399
3239,Sohodol,45.0570554,22.877275
3240,Topesti,45.0812039,22.972385
3241,Valcele,45.0850907,22.9859643
3242,Vanata,45.0466482,22.9729837
3243,Turburea,44.7091808,23.5166798
3244,Cocorova,44.6598664,23.5634761
3245,Poiana,44.6564435,23.5343238
3246,Spahii,44.6817781,23.5302232
3247,Sipotu,44.6930802,23.5260416
3248,Turceni,44.674076,23.374199
3249,Garbovu,44.731239,23.3443282
3250,Jiltu,44.6881292,23.379824
3251,Murgesti,44.7110498,23.3614028
3252,Stramba-Jiu,44.761708,23.3193029
3253,Valea Viei,44.739101,23.3333903
3254,Turcinesti,45.1172336,23.3052033
3255,Cartiu,45.1259029,23.3136153
3256,Horezu,45.1476617,23.2956333
3257,Rugi,45.1358795,23.2901965
3258,Tantareni,44.59486,23.4919296
3259,Arpadia,44.6386474,23.5739381
3260,Chiciora,44.6208606,23.5742983
3261,Floresti,44.6188087,23.5276909
3262,Urdari,44.8066046,23.2898497
3263,Fantanele,44.7822602,23.3034213
3264,Hotaroasa,44.8206663,23.2814118
3265,Vagiulesti,44.7334539,23.1033121
3266,Carciu,44.7189457,23.0825844
3267,Covrigi,44.7377843,23.1488209
3268,Murgilesti,44.7468746,23.1119789
3269,Valea Motrului,44.6971763,23.1159809
3270,Vladimir,44.8114228,23.5589146
3271,Andreesti,44.7825813,23.5394011
3272,Frasin,44.8182946,23.5330028
3273,Valea Desului,44.8640024,23.5737923
3274,Dudasu Schelei,44.6427419,22.5938767
3275,Gura Vaii,44.6672821,22.5518752
3276,Schela Cladovei,44.629597,22.6132184
3277,Baia de Arama,44.9971528,22.8119052
3278,Bratilovu,45.0234958,22.7829021
3279,Brebina,45.013079,22.8178634
3280,Dealu Mare,44.9831843,22.8127058
3281,Marasesti,45.0209579,22.7686827
3282,Negoesti,44.9810068,22.8652766
3283,Pistrita,44.9673599,22.8398233
3284,Stanesti,45.0197928,22.7537615
3285,Titerlesti,45.0233266,22.8041544
3286,Orsova,44.7284621,22.3943257
3287,Strehaia,44.6242425,23.1918416
3288,Ciochiuta,44.6040895,23.1208488
3289,Comanda,44.6460015,23.1585279
3290,Hurducesti,44.6017877,23.1401814
3291,Lunca Banului,44.6134955,23.2447925
3292,Menti,44.6775424,23.1678867
3293,Motruleni,44.6639194,23.1859317
3294,Slatinicu Mare,44.5983031,23.204848
3295,Slatinicu Mic,44.5903723,23.1878534
3296,Stancesti,44.616643,23.2656034
3297,Vanju Mare,44.4257053,22.8680481
3298,Bucura,44.3984432,22.8652242
3299,Nicolae Balcescu,44.3738648,22.8554911
3300,Orevita Mare,44.4559941,22.9083169
3301,Traian,44.4583293,22.8570218
3302,Portile de Fier II,44.3145764,22.561229
3303,Bala,44.8822342,22.8368403
3304,Bala de Sus,44.8978485,22.8091705
3305,Bratesul,44.9134979,22.8279064
3306,Brativoesti,44.924499,22.8469212
3307,Campu Mare,44.8578521,22.8886435
3308,Carsu,44.8998651,22.8243183
3309,Comanesti,44.9358418,22.8657743
3310,Crainici,44.9031554,22.8711824
3311,Dalma,44.9040012,22.7434219
3312,Iupca,44.8672816,22.8613443
3313,Molani,44.9310741,22.8506045
3314,Rudina,44.8787965,22.7950057
3315,Runcusoru,44.5515053,22.9044157
3316,Sardanesti,44.8888111,22.8869354
3317,Vidimiresti,44.8590818,22.8247639
3318,Balta,44.8934881,22.6342203
3319,Coada Cornetului,44.9027321,22.6632037
3320,Costesti,44.9253163,22.5812373
3321,Gornovita,44.9326999,22.6280735
3322,Nevatu,44.5515053,22.9044157
3323,Prejna,44.9358084,22.5955141
3324,Sfodea,44.8570011,22.6010465
3325,Balacita,44.3730102,23.1505196
3326,Dobra,44.3903772,23.0861748
3327,Gvardinita,44.3906844,23.1472124
3328,Bacles,44.4873006,23.120957
3329,Corzu,44.453422,23.1658435
3330,Giura,44.506617,23.095901
3331,Petra,44.4605346,23.0870445
3332,Podu Grosului,44.4859967,23.0672509
3333,Selistiuta,44.4912989,23.1022168
3334,Smadovita,44.4774304,23.2011905
3335,Balvanesti,44.7976371,22.6807363
3336,Balvanestii de Jos,44.796614,22.7177326
3337,Calinestii de Jos,44.8092899,22.677553
3338,Calinestii de Sus,44.8206969,22.6492349
3339,Parlagele,44.5515053,22.9044157
3340,Breznita-Motru,44.5532421,23.2162446
3341,Cosovat,44.5431457,23.2576099
3342,Deleni,44.5548935,23.3020325
3343,Fauroaia,44.5446235,23.2931865
3344,Plai,44.543414,23.2365273
3345,Talapanu,44.5792713,23.2339523
3346,Valea Teiului,44.5598156,23.154285
3347,Breznita-Ocol,44.6720669,22.6137051
3348,Jidostita,44.7136294,22.5894882
3349,Magheru,44.6516825,22.6297895
3350,Susita (Breznita-Ocol),44.7274833,22.6019396
3351,Brosteni,44.7436262,22.9635493
3352,Capatanesti,44.7496626,22.9955476
3353,Luncsoara,44.7266052,23.0408664
3354,Lupsa de Jos,44.7311779,23.0021039
3355,Lupsa de Sus,44.7324992,22.941158
3356,Meris,44.7838447,22.9726107
3357,Burila Mare,44.4542846,22.5753134
3358,Crivina,44.506086,22.570879
3359,Izvoru Frumos,44.4540352,22.4948147
3360,Tiganasi,44.4336435,22.4997974
3361,Vrancea,44.5446028,22.595604
3362,Butoiesti,44.5871794,23.3726225
3363,Arginesti,44.5746106,23.4138306
3364,Buicesti,44.5639294,23.3646119
3365,Gura Motrului,44.5531258,23.4370713
3366,Jugastru,44.5783402,23.3965958
3367,Pluta,44.5734121,23.3291369
3368,Radutesti,44.5888477,23.3536103
3369,Tantaru,44.5368979,23.3403383
3370,Cazanesti,44.6992662,22.8964033
3371,Ercea,44.6775951,22.9844097
3372,Garbovatu de Sus,44.7213085,22.8207496
3373,Govodarva,44.6930687,22.8925548
3374,Ilovu,44.7230498,22.86749
3375,Jignita,44.7157627,22.9020193
3376,Paltinisu,44.6868188,22.904833
3377,Poiana,44.6843801,22.9739718
3378,Rosia,44.6968541,22.8717273
3379,Severinesti,44.6886909,22.9521837
3380,Suharu,44.7274374,22.8582495
3381,Valea Cosustei,44.7069213,22.9121174
3382,Ciresu,44.8332429,22.5361134
3383,Bunoaica,44.7989384,22.5426347
3384,Jupanesti,44.8326916,22.5637619
3385,Negrusa,44.8216265,22.512664
3386,Corcova,44.6974455,23.0373853
3387,Breta,44.6571504,23.1263257
3388,Cernaia,44.6640348,23.1340624
3389,Cordun,44.6861302,23.0361004
3390,Croica,44.6670631,23.1227371
3391,Garbovatu de Jos,44.7020473,23.0042382
3392,Imoasa,44.7163,23.0376645
3393,Jirov,44.6682332,23.082943
3394,Maru Rosu,44.9014157,27.652432
3395,Parvulesti,44.6817081,23.0124297
3396,Puscasu,44.6703972,23.1042551
3397,Stejaru,44.6849502,23.0703095
3398,Vladasesti,44.650668,23.1309872
3399,Corlatel,44.3975846,22.9323779
3400,Valea Anilor,44.3675524,22.919811
3401,Cujmir,44.2086875,22.9226825
3402,Aurora,44.1918694,22.9394971
3403,Cujmiru Mic,44.1897247,22.9239862
3404,Darvari,44.1905475,23.0480662
3405,Gemeni,44.1731175,23.0789707
3406,Devesel,44.4688475,22.6623985
3407,Batoti,44.5147484,22.6806094
3408,Bistretu,44.4479258,22.6175149
3409,Dunarea Mica,44.5037963,22.7126863
3410,Scapau,44.4612468,22.7219446
3411,Tismana,44.5234413,22.6622182
3412,Dubova,44.5984137,22.2109109
3413,Baia Noua,44.5540298,22.1283742
3414,Eibenthal,44.544574,22.1569969
3415,Dumbrava,44.516667,23.116667
3416,Albulesti,44.5152981,23.2031414
3417,Bragleasa,44.5190821,23.0659105
3418,Dumbrava de Jos,44.5243467,23.1637171
3419,Dumbrava de Mijloc,44.5173965,23.1365102
3420,Dumbrava de Sus,44.5166214,23.1173685
3421,Golineasa,44.5256205,23.1435405
3422,Higiu,44.5349961,23.1793098
3423,Rocsoreni,44.5306861,23.0656404
3424,Valea Marcului,44.5164006,23.2235213
3425,Varodia,44.527995,23.1053676
3426,Vladica,44.5085553,23.0754005
3427,Eselnita,44.7418594,22.2698364
3428,Floresti,44.7668284,22.9433592
3429,Copacioasa,44.7788701,22.8979559
3430,Gardoaia,44.7605177,22.9241219
3431,Livezi,44.7789306,22.9063435
3432,Mosneni,44.7814737,22.9260983
3433,Pesteana,44.8200042,22.8854384
3434,Pestenuta,44.8345501,22.8541469
3435,Stroesti,44.8317713,22.8963026
3436,Zegujani,44.8029868,22.9081417
3437,Garla Mare,44.2095198,22.7756323
3438,Vrata,44.1864043,22.8454722
3439,Godeanu,44.8003211,22.606423
3440,Marga,44.8169067,22.5824374
3441,Paunesti,44.7875089,22.6298522
3442,Siroca,44.8285324,22.6087111
3443,Gogosu,44.3632872,22.5999326
3444,Balta Verde,44.3455793,22.597944
3445,Burila Mica,44.4189225,22.5824082
3446,Ostrovu Mare,44.3799994,22.5136257
3447,Greci,44.5609525,23.1062287
3448,Baltanele (Greci),44.5789182,23.1474824
3449,Blidaru,44.5617921,23.0708945
3450,Salatruc,44.5731779,23.0916924
3451,Valea Petrii,44.5841146,23.0917712
3452,Visina,44.5791068,23.1152508
3453,Grozesti,44.6451857,23.3157399
3454,Carceni,44.6618073,23.2640212
3455,Pasarani,44.6104693,23.3960223
3456,Susita (Grozesti),44.6216715,23.3540595
3457,Gruia,44.2651624,22.7057032
3458,Izvoarele,44.3095357,22.6608137
3459,Poiana Gruii,44.2790345,22.8121917
3460,Hinova,44.5286667,22.7821703
3461,Bistrita,44.5833323,22.7821451
3462,Carjei,44.5371348,22.8140953
3463,Ostrovu Corbului,44.518573,22.7232278
3464,Husnicioara,44.6714488,22.8433826
3465,Alunisul,44.6352984,22.8401333
3466,Baditesti,44.637035,22.8651099
3467,Borogea,44.6531179,22.9100679
3468,Celnata,44.6779763,22.8036757
3469,Dumbravita,44.6682482,22.7876616
3470,Marmanu,44.6419944,22.8010724
3471,Opranesti,44.6565583,22.7824478
3472,Peri,44.6595084,22.8942297
3473,Priboiesti,44.7106425,22.8163907
3474,Selisteni,44.6724613,22.8414674
3475,Ilovat,44.8114587,22.7634446
3476,Budanesti,44.7810648,22.7453412
3477,Cracu Lung,44.8272389,22.6851687
3478,Dalbocita,44.8339202,22.7378972
3479,Firizu,44.8439353,22.7236324
3480,Racova,44.7970665,22.7680065
3481,Ilovita,44.7603061,22.4701605
3482,Bahna,44.7747153,22.497709
3483,Moisesti,44.8094876,22.5035239
3484,Isverna,44.9740914,22.6292559
3485,Busesti,44.9494291,22.7179975
3486,Cerna-Varf,44.9215143,22.6816724
3487,Draghesti,44.9904649,22.6799972
3488,Giurgiani,44.978451,22.637159
3489,Nadanova,44.9474138,22.6514541
3490,Selistea,44.972285,22.6555412
3491,Turtaba,44.98373,22.6975541
3492,Izvoru Barzii,44.7103966,22.6751205
3493,Balotesti,44.7374458,22.6360113
3494,Halanga,44.6783086,22.6888001
3495,Putinei,44.6804883,22.701668
3496,Rascolesti,44.6906925,22.6936343
3497,Schinteiesti,44.702726,22.6622687
3498,Schitu Topolnitei,44.7554676,22.6197281
3499,Jiana,44.401858,22.7106375
3500,Cioroboreni,44.3887192,22.7618061
3501,Danceu,44.365828,22.715192
3502,Jiana Mare,44.4118337,22.6860777
3503,Jiana Veche,44.394592,22.6643587
3504,Livezile,44.5293974,22.8710202
3505,Izvoralu de Jos,44.5365735,22.9175779
3506,Izvoru Anestilor,44.5541976,22.8542157
3507,Petris,44.5373414,22.8607035
3508,Stefan Odobleja,44.5786126,22.8306145
3509,Malovat,44.7067796,22.727365
3510,23-Aug,44.7133,22.7660245
3511,Barda,44.7326429,22.7057012
3512,Bobaita,44.7595441,22.7199219
3513,Colibasi,44.7281726,22.7416061
3514,Lazu,44.7257132,22.7736779
3515,Negresti,44.6819595,22.7687611
3516,Obarsia de Camp,44.1732,22.9821248
3517,Izimsa,44.1791041,22.9542521
3518,Obarsia-Closani,45.0440657,22.6523929
3519,Godeanu (Obarsia-Closani),45.0212434,22.6500485
3520,Oprisor,44.2843022,23.0784488
3521,Prisaceaua,44.3183462,23.0946252
3522,Padina,44.4321476,23.0094682
3523,Biban,44.436613,23.0740257
3524,Iablanita,44.4633612,22.9881222
3525,Olteanca,44.4389994,22.9628619
3526,Padina Mare,44.4423871,23.0126466
3527,Padina Mica,44.4252171,22.990707
3528,Slasoma,44.4207869,23.0458163
3529,Patulele,44.3432711,22.7766762
3530,Viasu,44.3531332,22.8160571
3531,Podeni,44.877872,22.5270566
3532,Gornenti,44.9098126,22.5498764
3533,Malarisca,44.8869441,22.568728
3534,Ponoarele,44.9798836,22.7685848
3535,Baluta,44.9563026,22.753903
3536,Baraiacu,45.0047779,22.7346689
3537,Branzeni,44.9375945,22.7832047
3538,Buicani,44.969592,22.7358159
3539,Ceptureni,44.9908762,22.76295
3540,Cracu Muntelui,44.5515053,22.9044157
3541,Delureni,44.9463854,22.7632121
3542,Gardaneasa,44.9648676,22.7875504
3543,Gheorghesti,44.972186,22.7175773
3544,Ludu,44.9591349,22.8031649
3545,Proitesti,44.9764086,22.7266807
3546,Raiculesti,44.9675198,22.7749202
3547,Sipotu (Ponoarele),44.9990769,22.7150374
3548,Valea Ursului (Ponoarele),44.9874744,22.7294547
3549,Poroina Mare,44.4917988,22.9570118
3550,Fantanile Negre,44.4874086,22.9146533
3551,Stignita,44.4948089,23.0000835
3552,Sipotu (Poroina Mare),44.5037436,22.9091483
3553,Pristol,44.2258469,22.7092072
3554,Cozia,44.2156998,22.7116301
3555,Prunisor,44.6117288,22.9129212
3556,Arvatesti,44.5618576,22.918695
3557,Balota,44.6190568,22.8002069
3558,Baltanele (Prunisor),44.5789182,23.1474824
3559,Cervenita,44.6380846,22.9638523
3560,Dragotesti,44.5811617,22.9424049
3561,Fantana Domneasca,44.5861446,22.9217223
3562,Garnita,44.5880171,22.8523475
3563,Ghelmegioaia,44.6117924,22.8318534
3564,Gutu,44.6035713,22.8737576
3565,Igiroasa,44.5761748,22.9630861
3566,Lumnic,44.6287644,23.0049312
3567,Mijarca,44.5712893,22.8999469
3568,Prunaru,44.6125254,22.8817758
3569,Zegaia,44.6322831,22.8269944
3570,Punghina,44.2820376,22.9353909
3571,Cearangu,44.2830192,22.9792556
3572,Drincea,44.3055354,22.9956158
3573,Magurele,44.2716026,22.9476038
3574,Recea,44.3205905,22.9130818
3575,Satu Nou,44.5515053,22.9044157
3576,Rogova,44.4729035,22.805056
3577,Poroinita,44.4719112,22.8501107
3578,Salcia,44.1423647,22.9286125
3579,Stangaceaua,44.6089131,23.3114375
3580,Barlogeni,44.6300493,23.2868936
3581,Breznicioara,44.582078,23.2549136
3582,Ceranganul,44.6392436,23.272501
3583,Fata Motrului,44.5999971,23.3018965
3584,Posta Veche,44.5952703,23.3238363
3585,Satu Mare,44.5773473,23.271257
3586,Tarsa,44.5692273,23.2976758
3587,Svinita,44.4982566,22.1020858
3588,Simian,44.6323199,22.7515121
3589,Cerneti,44.6429147,22.7125485
3590,Dedovita Noua,44.6266407,22.7292711
3591,Dedovita Veche,44.6276987,22.770643
3592,Dudasu,44.6475523,22.696195
3593,Erghevita,44.6079422,22.7807409
3594,Poroina,44.6161163,22.7765636
3595,Valea Copcii,44.6346923,22.7489007
3596,Sisesti,44.7682307,22.8528759
3597,Caramidaru,44.7878674,22.861102
3598,Ciovarnasani,44.7641706,22.8605552
3599,Cocorova,44.7451982,22.8057484
3600,Craguesti,44.7607039,22.7725916
3601,Noaptesa,44.8037151,22.8670594
3602,Sovarna,44.8358706,22.8043092
3603,Ohaba,44.8503721,22.8545069
3604,Studina,44.8421758,22.7772054
3605,Tamna,44.5850885,23.0214251
3606,Adunatii Teiului,44.5200171,23.0500954
3607,Boceni,44.5589931,23.0011034
3608,Colaret,44.5413887,23.0267501
3609,Cremenea,44.6048073,23.0030712
3610,Fata Cremenii,44.5913831,22.9889049
3611,Izvoralu,44.5375813,22.9644941
3612,Manu,44.5504396,22.9468162
3613,Pavat,44.5698391,22.9872394
3614,Plopi,44.5324205,23.0117476
3615,Valea Ursului (Tamna),44.5791318,23.0551655
3616,Vanatori,44.2519218,22.9007716
3617,Branistea,44.2309131,23.0000318
3618,Goanta,44.2333585,22.9600251
3619,Rosiori,44.2548299,22.9269996
3620,Vanjulet,44.442799,22.792581
3621,Hotarani,44.4177237,22.8081494
3622,Vladaia,44.3567112,23.0280864
3623,Almajel,44.381887,23.02928
3624,Scorila,44.3475211,23.0855039
3625,Stircovita,44.3586254,23.0076721
3626,Voloiac,44.6244619,23.0910136
3627,Cotoroaia,44.6443596,23.0376098
3628,Lac,44.6106678,23.0700009
3629,Ruptura,44.6272175,23.0322831
3630,Sperlesti,44.6491126,23.0023287
3631,Titirigi,44.6396294,23.0483929
3632,Valea Buna,44.635169,23.1107997
3633,Voloicel,44.6225841,23.0597946
3634,Cireasov,44.461473,24.3736304
3635,Bals,44.3533537,24.0956725
3636,Corbeni,44.3828496,24.108009
3637,Romana,44.399886,24.1026224
3638,Teis,44.3395528,24.1301673
3639,Caracal,44.1157446,24.3424754
3640,Corabia,43.7776486,24.5129085
3641,Tudor Vladimirescu,43.8241158,24.4938548
3642,Vartopu,43.8048065,24.4092854
3643,Draganesti-Olt,44.1735908,24.5150899
3644,Comani,44.1874238,24.4863469
3645,Piatra-Olt,44.369887,24.2606893
3646,Bistrita Noua,44.3980186,24.2277386
3647,Criva de Jos,44.3684897,24.3073978
3648,Criva de Sus,44.3745143,24.3184898
3649,Enosesti,44.3754981,24.2817383
3650,Piatra,44.3614754,24.2925953
3651,Scornicesti,44.5817849,24.5494219
3652,Baltati,44.5118626,24.5766708
3653,Bircii,44.5183931,24.6016372
3654,Chiteasca,44.5375996,24.5926274
3655,Constantinesti,44.5946073,24.5012706
3656,Jitaru,44.5483724,24.5454943
3657,Margineni-Slobozia,44.5311912,24.5563773
3658,Mihailesti-Popesti,44.5258308,24.5476827
3659,Mogosesti,44.5595982,24.5177688
3660,Negreni,44.5696935,24.5915947
3661,Piscani,44.5632806,24.555317
3662,Rusciori,44.619659,24.5231689
3663,Suica,44.6171248,24.5665078
3664,Teius,44.6367494,24.5235487
3665,Baldovinesti,44.3889318,24.0562633
3666,Baleasa,44.3994105,24.0037855
3667,Brosteni,44.4337997,23.9997562
3668,Damburile,44.4027069,24.024519
3669,Gavanesti,44.4183969,24.0169569
3670,Gubandru,44.3863987,24.0212176
3671,Pietris,44.4005262,24.0506844
3672,Babiciu,44.035335,24.5577792
3673,Barasti,44.7058,24.6459
3674,Barastii de Cepturi,44.7005227,24.631438
3675,Barastii de Vede,44.7193967,24.6563968
3676,Boroesti,44.6827888,24.6256752
3677,Ciocanesti,44.7043072,24.6578284
3678,Lazaresti,44.7128544,24.6312895
3679,Mereni,44.7151605,24.6104891
3680,Motoesti,44.7226301,24.6985618
3681,Popesti (Barasti),44.2228723,24.8036869
3682,Barza,44.3238293,24.1460598
3683,Branet,44.3256677,24.175831
3684,Bobicesti,44.3883906,24.1458112
3685,Bechet,44.3929409,24.1771241
3686,Belgun,44.3754577,24.1478208
3687,Chintesti,44.4047427,24.1149456
3688,Comanesti,44.4252274,24.1309485
3689,Govora,44.4171763,24.1124692
3690,Leotesti,44.3666014,24.1506674
3691,Mirila,44.3574245,24.1508785
3692,Brastavatu,43.9209701,24.4124116
3693,Crusovu,43.9243221,24.413592
3694,Brancoveni,44.3144923,24.3065645
3695,Margheni,44.331081,24.3516579
3696,Ociogi,44.3192344,24.3475173
3697,Valeni (Brancoveni),44.2955058,24.3044405
3698,Brebeni,44.369158,24.4899238
3699,Teiusu,44.3371228,24.4324707
3700,Bucinisu,43.9465817,24.2456379
3701,Bucinisu Mic,43.935735,24.2563173
3702,Carlogani,44.5189838,24.1727134
3703,Beculesti,44.5079266,24.16891
3704,Cepari,44.4971852,24.1691558
3705,Scorbura,44.5132632,24.1614555
3706,Stupina,44.5546528,24.145819
3707,Cezieni,44.1867158,24.2643651
3708,Bondrea,44.1934328,24.226441
3709,Corlatesti,44.1848273,24.2458192
3710,Cilieni,43.9013818,24.6149155
3711,Colonesti,44.6287963,24.6762752
3712,Barasti (Colonesti),44.6150059,24.6855326
3713,Batareni,44.6058138,24.6828025
3714,Carstani,44.6378099,24.6664358
3715,Chelbesti,44.6700838,24.6569586
3716,Guesti,44.5855195,24.6936888
3717,Maruntei (Colonesti),44.5944898,24.6866894
3718,Navargeni,44.6123273,24.6811633
3719,Vlaici,44.6509177,24.6574896
3720,Corbu,44.4876874,24.7140951
3721,Burdulesti,44.4604153,24.7156054
3722,Buzesti,44.4474343,24.7188563
3723,Ciuresti,44.4455613,24.7057324
3724,Milcoveni,44.4249437,24.7209411
3725,Coteana,44.3015992,24.4548159
3726,Crampoia,44.3036798,24.7438663
3727,Buta,44.3068491,24.7089115
3728,Cungrea,44.6696889,24.3786523
